selling_price,km_driven,seller_type,transmission,owner,mileage,engine,max_power,seats
200000,110000,Individual,Manual,Third Owner,15,1586,104.68,5
215000,40000,Individual,Manual,First Owner,21.1,1197,85.8,5
195000,120000,Individual,Manual,First Owner,18.9,998,67.1,5
325000,23000,Individual,Manual,First Owner,24.7,796,47.3,5
145000,70000,Individual,Manual,Second Owner,20.92,998,67.1,5
340000,30000,Individual,Manual,Second Owner,20.51,998,67.04,5
260000,40000,Individual,Manual,First Owner,16.8,796,34.2,5
300000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
75000,60000,Individual,Manual,Second Owner,16.1,796,37,4
1000000,15000,Individual,Manual,First Owner,19.01,1462,103.2,6
600000,40000,Individual,Manual,First Owner,19,1197,85.8,5
800000,25000,Individual,Automatic,First Owner,16.8,1497,118,5
509999,5000,Individual,Manual,First Owner,20.3,1086,68,5
280000,55000,Individual,Manual,First Owner,20.36,1197,78.9,5
476999,85000,Individual,Manual,Third Owner,11.1,2354,158.8,5
590000,70000,Individual,Manual,Third Owner,17.19,1197,81.86,5
400000,120000,Individual,Manual,First Owner,11.1,2354,158.8,5
850000,25000,Individual,Manual,First Owner,17.01,1591,121.3,5
290000,42000,Individual,Manual,First Owner,23.95,998,67.05,5
1200000,35000,Individual,Automatic,Second Owner,10.93,2497,204,5
100000,120000,Individual,Manual,Third Owner,13.1,1781,149.5,5
210000,35000,Individual,Manual,Second Owner,16.7,1172,64.1,5
786000,7720,Individual,Manual,First Owner,20,999,71,7
550000,57882,Individual,Manual,First Owner,18.6,1197,81.83,5
700000,35000,Individual,Manual,First Owner,16.02,1373,93.7,7
400000,10000,Individual,Manual,First Owner,19.83,1198,67,5
290000,30000,Individual,Manual,Second Owner,23.1,998,67.04,5
300000,35000,Individual,Manual,Second Owner,15.37,1196,73,7
220000,25000,Individual,Manual,First Owner,NA,NA,NA,NA
500000,5000,Individual,Manual,First Owner,20.3,1086,68,5
85000,90000,Individual,Manual,Second Owner,19.7,796,46.3,5
260000,50000,Individual,Manual,First Owner,23.01,999,67,5
575000,50000,Individual,Automatic,First Owner,19,1199,88.7,5
120000,80000,Individual,Manual,Second Owner,17.3,993,60,5
490000,45900,Individual,Manual,Second Owner,18.6,1197,81.83,5
155000,40000,Individual,Manual,First Owner,19.7,796,46.3,5
132000,105000,Individual,Manual,First Owner,19.7,796,46.3,5
225000,20000,Individual,Manual,First Owner,18.9,998,67.1,5
240000,80000,Individual,Manual,First Owner,20.36,1197,78.9,5
33351,90000,Individual,Manual,Third Owner,18.9,998,67.1,5
80000,80000,Individual,Manual,Second Owner,18,995,62,5
40000,120000,Individual,Manual,First Owner,16.1,796,37,4
240000,50000,Individual,Manual,First Owner,22.74,796,47.3,5
350000,5000,Individual,Manual,First Owner,22.05,796,47.3,5
530000,59000,Individual,Manual,First Owner,18.15,1198,82,5
168000,50000,Individual,Automatic,First Owner,11,2359,165,5
240000,45000,Individual,Manual,Second Owner,25.17,799,53.3,5
110000,80000,Individual,Manual,Fourth & Above Owner,18.9,1061,67,5
200000,68697,Individual,Manual,Third Owner,21.1,814,55.2,5
150000,29000,Individual,Manual,First Owner,16.5,1172,65,5
750000,15000,Individual,Automatic,First Owner,18.1,1199,88.7,5
180000,55000,Individual,Manual,Second Owner,19.81,1086,68.05,5
630000,25000,Individual,Manual,Second Owner,18.6,1197,81.83,5
150000,60000,Individual,Manual,Second Owner,13.4,1794,125,5
315000,25000,Individual,Manual,First Owner,22.74,796,47.3,5
50000,62000,Individual,Manual,Second Owner,13,1343,90,5
200000,120000,Individual,Manual,Second Owner,16.25,1198,73.9,5
240000,80000,Individual,Manual,Second Owner,20.92,998,67.1,5
220000,22000,Individual,Automatic,First Owner,21.9,624,37.48,4
65000,100000,Individual,Manual,Third Owner,18,995,62,5
500000,10000,Individual,Manual,First Owner,20.89,1197,81.8,5
509999,46000,Individual,Manual,First Owner,22,1197,81.8,5
395000,50000,Individual,Manual,Third Owner,15.41,1598,103.2,5
469000,5000,Individual,Manual,First Owner,21.79,998,67.05,5
250000,42000,Individual,Manual,First Owner,24.7,796,47.3,5
300000,88000,Individual,Manual,First Owner,17.5,1298,85.8,5
60000,100000,Individual,Manual,Fourth & Above Owner,14,796,37.5,5
400000,100000,Individual,Manual,Second Owner,19.1,1197,85.8,5
150000,70000,Individual,Manual,Second Owner,19.7,796,46.3,5
250000,2350,Individual,Manual,First Owner,21.1,814,55.2,5
175000,50000,Individual,Manual,First Owner,19.7,796,46.3,5
175000,58000,Individual,Manual,First Owner,19.7,796,46.3,5
150000,80000,Individual,Manual,Second Owner,16.9,1497,100,5
800000,35000,Individual,Manual,First Owner,18.6,1197,81.86,5
160000,110000,Individual,Manual,First Owner,19.7,796,46.3,5
160000,60000,Individual,Manual,Third Owner,19.7,796,46.3,5
40000,80000,Individual,Manual,First Owner,16.1,796,37,4
421000,59500,Individual,Manual,Second Owner,23.1,998,67.04,5
270000,60000,Individual,Manual,First Owner,22.74,796,47.3,5
360000,60000,Individual,Automatic,Second Owner,15,1396,100,5
700000,15000,Individual,Manual,First Owner,17.5,1199,88.7,5
376000,26000,Individual,Manual,First Owner,19.4,1198,86.8,5
800000,25000,Individual,Automatic,First Owner,21.4,1197,83.1,5
530000,42000,Individual,Manual,First Owner,21.4,1197,83.1,5
450000,80000,Individual,Manual,First Owner,20.85,1197,83.14,5
235000,60000,Individual,Manual,First Owner,20.92,998,67.1,5
395000,35000,Individual,Automatic,Second Owner,14.3,1598,103.5,5
450000,35000,Individual,Manual,First Owner,20.3,1199,84,5
600000,5000,Individual,Manual,First Owner,20,999,72,7
690000,20000,Individual,Manual,First Owner,18.6,1197,81.83,5
790000,15000,Individual,Manual,First Owner,17,1198,108.5,5
254999,40000,Individual,Manual,Second Owner,20.92,998,67.1,5
500000,41000,Individual,Manual,First Owner,18.7,1199,88.7,5
160000,35000,Individual,Manual,Third Owner,19.81,1086,68.05,5
110000,120000,Individual,Manual,Second Owner,19.7,796,46.3,5
128000,60000,Individual,Manual,Second Owner,19.7,796,46.3,5
65000,100000,Individual,Manual,Third Owner,18,995,62,5
500000,10000,Individual,Manual,First Owner,20.89,1197,81.8,5
300000,50000,Individual,Manual,First Owner,15,1586,104.68,5
125000,80000,Individual,Manual,First Owner,16.1,796,37,4
550000,25000,Individual,Manual,First Owner,18.9,1197,82,5
150000,80000,Individual,Manual,Third Owner,19.7,796,46.3,5
750000,15000,Individual,Manual,First Owner,21.1,998,100.5,5
380000,27500,Individual,Manual,First Owner,18.5,1197,82.9,5
200000,120000,Individual,Manual,First Owner,15.7,1390,75,5
300000,74000,Individual,Manual,Second Owner,12.8,2354,177.6,5
210000,140000,Individual,Manual,First Owner,17.7,1497,78,5
370000,40000,Individual,Manual,First Owner,20.89,1197,81.8,5
600000,20000,Individual,Automatic,First Owner,21.4,1197,83.1,5
80000,35000,Individual,Manual,First Owner,NA,NA,NA,NA
346000,16000,Individual,Manual,First Owner,23.84,1199,84,5
55000,130000,Individual,Manual,First Owner,13,1343,90,5
120000,44000,Individual,Manual,Second Owner,16.1,1298,88.2,5
330000,60000,Individual,Manual,First Owner,15.37,1196,73,5
400000,147000,Individual,Manual,Second Owner,18.6,1197,81.83,5
450000,100000,Individual,Manual,Third Owner,19.1,1197,85.8,5
55000,100000,Individual,Manual,Second Owner,17.3,993,60,5
465000,30000,Individual,Manual,First Owner,20.51,998,67.04,5
70000,150000,Individual,Manual,First Owner,17.3,993,60,5
400000,24177,Individual,Manual,First Owner,17.57,1193,88.7,5
140000,150000,Individual,Manual,Second Owner,18.9,998,67.1,5
150000,100000,Individual,Manual,Fourth & Above Owner,15,1586,104.68,5
459999,12000,Individual,Manual,First Owner,20.4,1197,81.8,5
350000,10000,Individual,Manual,First Owner,23.95,998,67.05,5
640000,25000,Individual,Automatic,First Owner,22,1197,81.8,5
350000,50000,Individual,Automatic,First Owner,20.51,998,67,5
600000,30000,Individual,Manual,First Owner,17,1198,108.5,5
445000,5000,Individual,Automatic,Second Owner,20.51,998,67,5
370000,40000,Individual,Manual,Second Owner,18.16,1196,86.8,5
150000,70000,Individual,Manual,Third Owner,18.2,1061,64,5
483000,15000,Individual,Manual,First Owner,23.1,998,67.04,5
470000,10000,Individual,Manual,First Owner,18.9,1197,82,5
450000,50000,Individual,Manual,Third Owner,17.01,1591,121.3,5
345000,70000,Individual,Manual,First Owner,17.6,1496,88.7,5
600000,5000,Individual,Automatic,First Owner,20.89,1197,81.8,5
300000,60000,Individual,Manual,First Owner,19,998,66.1,5
160000,74800,Individual,Manual,Second Owner,18.2,998,67.1,5
120000,80000,Individual,Manual,Second Owner,16.1,796,37,4
340000,120000,Individual,Manual,First Owner,20.3,998,68.05,5
138000,120000,Individual,Manual,Second Owner,17.7,1497,78,5
231000,80000,Individual,Manual,Third Owner,17.5,1298,85.8,5
960000,20000,Individual,Manual,First Owner,17,1197,108.6,5
120000,70000,Individual,Manual,Second Owner,18.9,1061,67,5
270000,40000,Individual,Manual,First Owner,18.9,998,67.1,5
200000,100000,Individual,Manual,Second Owner,21.1,1197,85.8,5
328000,123000,Individual,Manual,First Owner,18.6,1197,85.8,5
565000,7000,Individual,Manual,First Owner,18.78,999,75,5
390000,70000,Individual,Manual,First Owner,15.37,1196,73,5
165000,70000,Individual,Manual,First Owner,18,995,62,5
421000,105000,Individual,Manual,First Owner,17,1497,118,5
225000,109322,Individual,Manual,Second Owner,16.36,1495,93.7,5
515000,35000,Individual,Manual,First Owner,24,1199,83.81,5
80000,80000,Individual,Manual,Third Owner,16.1,796,37,4
475000,40000,Individual,Manual,First Owner,20.51,998,67.04,5
400000,20000,Individual,Automatic,First Owner,20.51,998,67,5
80000,90000,Individual,Automatic,Second Owner,NA,NA,NA,NA
235000,70000,Individual,Manual,Second Owner,17.3,1061,64,5
350000,40000,Individual,Manual,Second Owner,20.51,998,67.04,5
550000,10000,Individual,Manual,First Owner,20.3,1199,84,5
200000,100000,Individual,Manual,Second Owner,17.7,1497,78,5
220000,100000,Individual,Manual,Second Owner,17.7,1497,78,5
412000,25000,Individual,Manual,First Owner,18.9,1197,82,5
126000,52000,Individual,Manual,Second Owner,18.9,1061,67,5
130000,90000,Individual,Manual,Second Owner,19,998,66.1,5
350000,60000,Individual,Manual,First Owner,23.84,1199,84,5
220000,35000,Individual,Manual,First Owner,19.7,796,46.3,5
2500000,30000,Individual,Automatic,Second Owner,15.71,1998,189,5
150000,66000,Individual,Manual,First Owner,14.7,796,37,8
450000,80000,Individual,Manual,First Owner,20.62,1198,67,7
500000,60000,Individual,Manual,First Owner,18.15,1198,82,6
246000,139000,Individual,Manual,First Owner,18.9,998,67.1,5
65000,10000,Individual,Manual,Second Owner,16.1,796,37,4
150000,30000,Individual,Manual,First Owner,18,995,62,5
180000,80500,Individual,Manual,Second Owner,19.7,796,46.3,5
50000,18000,Individual,Manual,Second Owner,16.1,796,37,4
110000,90000,Individual,Manual,Second Owner,19.7,796,46.3,5
180000,120000,Individual,Manual,Second Owner,17.7,1497,78,5
300000,120000,Individual,Manual,First Owner,18.5,1197,82.85,5
160000,100000,Individual,Manual,Fourth & Above Owner,13.9,1599,103.2,5
480000,65755,Individual,Manual,First Owner,21.4,1197,83.1,5
310000,15000,Individual,Manual,Second Owner,21.1,814,55.2,5
350000,15500,Individual,Automatic,First Owner,23.95,998,67.1,5
590000,15000,Individual,Manual,First Owner,18.16,1196,86.8,5
500000,120000,Individual,Automatic,First Owner,11.7,1796,178,5
150000,90000,Individual,Manual,Third Owner,13.4,1794,125,5
320000,20000,Individual,Manual,First Owner,23.01,999,67,5
300000,110000,Individual,Manual,First Owner,20.51,998,67.04,5
220000,220000,Individual,Manual,Fourth & Above Owner,17,1197,80,5
850000,50000,Individual,Manual,First Owner,17,1198,108.5,5
350000,60000,Individual,Manual,First Owner,18.16,1196,86.8,5
550000,20000,Individual,Manual,First Owner,17,1198,73.75,5
450000,40000,Individual,Manual,First Owner,17.57,1193,88.7,5
140000,60000,Individual,Manual,First Owner,18.6,1199,79.4,5
195000,35000,Individual,Manual,Second Owner,19,998,67.1,5
500000,45000,Individual,Manual,First Owner,17.19,1197,81.86,5
60000,45000,Individual,Manual,First Owner,25.4,624,38,4
400000,25000,Individual,Manual,First Owner,17.57,1193,88.7,5
400000,10000,Individual,Manual,First Owner,18.6,1197,81.83,5
380000,19000,Individual,Manual,First Owner,20.51,998,67.04,5
579000,10000,Individual,Manual,First Owner,21.4,1197,83.1,5
400000,25000,Individual,Manual,First Owner,18.15,1198,82,6
270000,30000,Individual,Manual,First Owner,20.36,1197,78.9,5
475000,20000,Individual,Manual,First Owner,23.84,1199,84,5
187000,200400,Individual,Manual,Second Owner,19.81,1086,68.05,5
195000,110000,Individual,Manual,Second Owner,20.36,1197,78.9,5
135000,90000,Individual,Manual,Second Owner,13.4,1794,125,5
500000,25000,Individual,Manual,First Owner,20.3,1086,68,5
385000,26000,Individual,Manual,Second Owner,20.51,998,67.04,5
120000,70000,Individual,Manual,Third Owner,19.7,796,46.3,5
200000,60000,Individual,Manual,Third Owner,11.9,2354,144,5
700000,20000,Individual,Manual,First Owner,20.73,1373,91.1,5
155000,80000,Individual,Manual,First Owner,16.8,796,34.2,8
4100000,17000,Individual,Automatic,First Owner,9.5,3604,280,5
280000,20000,Individual,Manual,Second Owner,18.6,1197,85.8,5
450000,25000,Individual,Manual,First Owner,20.3,1199,84,5
135000,70000,Individual,Manual,Second Owner,15.9,1298,85,5
650000,7300,Individual,Manual,First Owner,21.01,1197,81.8,5
150000,100000,Individual,Manual,First Owner,19.7,796,46.3,5
260000,60000,Individual,Manual,First Owner,20.36,1197,78.9,5
175000,40000,Individual,Manual,First Owner,0,1086,62,5
300000,15000,Individual,Manual,First Owner,18.6,1199,76.8,5
300000,35000,Individual,Manual,First Owner,20.52,1197,81.8,5
475000,25000,Individual,Manual,First Owner,18.7,1199,88.7,5
450000,30000,Individual,Manual,First Owner,23.84,1199,84,5
300000,40000,Individual,Manual,First Owner,20.36,1197,78.9,5
250000,25000,Individual,Manual,First Owner,21.1,814,55.2,5
95000,70000,Individual,Manual,First Owner,19.7,796,46.3,5
475000,7800,Individual,Manual,First Owner,20.3,1086,68,5
350000,30000,Individual,Manual,First Owner,23.84,1199,84,5
482000,50000,Individual,Manual,First Owner,20.4,1197,81.8,5
380000,30000,Individual,Manual,First Owner,23.84,1199,84,5
310000,30000,Individual,Manual,First Owner,18.6,1199,76.8,5
280000,35000,Individual,Manual,First Owner,17.5,1298,85.8,5
900000,30000,Individual,Automatic,First Owner,14.99,1498,104.5,5
250000,60000,Individual,Manual,First Owner,18.9,1061,67,5
750000,39000,Individual,Manual,First Owner,17.01,1591,121.3,5
420000,15000,Individual,Manual,First Owner,23.01,999,67,5
670000,5000,Individual,Manual,First Owner,19.5,1199,88.76,5
420000,9750,Individual,Manual,Second Owner,19.81,1086,68.05,5
900000,35000,Individual,Manual,First Owner,17.5,1199,88.7,5
185000,110000,Individual,Manual,Fourth & Above Owner,19.81,1086,68.05,5
215000,102000,Individual,Manual,Third Owner,16.1,1298,88.2,5
210000,50000,Individual,Manual,Second Owner,22.74,796,47.3,5
800000,50000,Individual,Manual,First Owner,17.4,1497,117.3,5
160000,100000,Individual,Manual,Second Owner,15.37,1196,73,7
562000,5000,Individual,Manual,First Owner,18.9,1197,81.86,5
290000,27000,Individual,Manual,First Owner,20.36,1197,78.9,5
750000,6500,Individual,Automatic,First Owner,21.21,1197,81.8,5
229999,50000,Individual,Manual,First Owner,20.92,998,67.1,5
350000,80000,Individual,Manual,First Owner,11.96,1298,80,8
217000,25000,Individual,Manual,First Owner,22.7,799,53.64,5
225000,30000,Individual,Manual,First Owner,20.92,998,67.1,5
737000,10000,Individual,Automatic,First Owner,18.76,1462,103.26,5
300000,80000,Individual,Manual,First Owner,23.1,998,67.04,5
290000,65000,Individual,Manual,First Owner,15.64,1193,64.1,5
95000,90000,Individual,Manual,Third Owner,NA,NA,NA,NA
400000,60000,Individual,Manual,First Owner,17,1198,73.75,5
390000,13120,Individual,Manual,First Owner,25.17,799,53.3,5
800000,25000,Individual,Automatic,First Owner,17.4,1197,81.86,5
795000,35000,Individual,Manual,First Owner,17.01,1591,121.3,5
400000,25000,Individual,Automatic,First Owner,24.04,999,67,5
450000,110000,Individual,Manual,Third Owner,16.8,1497,116.4,5
750000,15000,Individual,Automatic,First Owner,17.4,1197,81.86,5
711000,5000,Individual,Manual,First Owner,21.4,1197,83.1,5
285000,75000,Individual,Manual,First Owner,23.95,998,67.05,5
749000,5500,Individual,Manual,First Owner,21.01,1197,81.8,5
650000,80000,Individual,Manual,Second Owner,17.19,1197,81.86,5
600000,40000,Individual,Manual,Second Owner,20.3,1199,84,5
350000,38000,Individual,Automatic,Second Owner,23.95,998,67.05,5
50000,110000,Individual,Manual,Second Owner,16.1,796,37,4
450000,30000,Individual,Manual,First Owner,17.5,1197,85.8,5
125000,60000,Individual,Manual,Third Owner,19.7,796,46.3,5
85000,150000,Individual,Manual,Third Owner,19.7,796,46.3,5
150000,40000,Individual,Manual,First Owner,21.1,814,55.2,5
220000,70000,Individual,Manual,Third Owner,20.36,1197,78.9,5
320000,35000,Individual,Manual,First Owner,22.5,999,67,5
300000,15000,Individual,Manual,First Owner,23.95,998,67.05,5
170000,62000,Individual,Manual,Third Owner,16.36,1495,93.7,5
140000,110000,Individual,Manual,Second Owner,18.6,1199,79.4,5
170000,90000,Individual,Manual,Third Owner,20.36,1197,78.9,5
250000,35000,Individual,Manual,Second Owner,20.3,998,68.05,5
225000,60000,Individual,Manual,Second Owner,12.9,1598,102.5,5
200000,90000,Individual,Manual,First Owner,NA,NA,NA,NA
45000,80000,Individual,Manual,First Owner,16.1,796,37,4
380000,39000,Individual,Manual,Third Owner,20.51,998,67.04,5
40000,96000,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
45000,90000,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
142000,110000,Individual,Manual,First Owner,20.36,1197,78.9,5
185000,50000,Individual,Manual,First Owner,19,998,66.1,5
210000,120000,Individual,Manual,Second Owner,17.7,1497,78,5
260000,120000,Individual,Manual,Second Owner,13.9,1599,103.2,5
400000,30000,Individual,Manual,First Owner,15.6,1196,70,5
509999,40000,Individual,Manual,First Owner,20.14,1197,81.86,5
225000,60000,Individual,Manual,Second Owner,20.36,1197,78.9,5
470000,30000,Individual,Manual,First Owner,18.9,1197,81.86,5
95000,44000,Individual,Manual,Second Owner,16,995,63,5
280000,110000,Individual,Manual,Second Owner,18.5,1197,85.8,5
129000,80000,Individual,Manual,Second Owner,21.1,814,55.2,5
600000,25000,Individual,Manual,First Owner,17.19,1197,81.86,5
260000,31000,Individual,Manual,First Owner,18.9,998,67.1,5
70000,50000,Individual,Manual,Third Owner,18.9,998,67.1,5
515000,120000,Individual,Manual,Second Owner,18.6,1197,81.83,5
115999,110000,Individual,Manual,Second Owner,19.7,796,46.3,5
180000,25000,Individual,Manual,Second Owner,16.8,796,34.2,5
180000,55000,Individual,Manual,First Owner,19,998,67.1,5
310000,91400,Individual,Automatic,Second Owner,19.34,1198,76,5
200000,178500,Individual,Manual,Third Owner,17.7,1497,78,5
125000,50000,Individual,Manual,Second Owner,18.9,1061,67,5
600000,20000,Individual,Manual,First Owner,18.2,1199,88.7,5
411000,60000,Individual,Manual,Second Owner,18.5,1198,86.8,5
150000,170000,Individual,Manual,Third Owner,15.37,1196,73,5
700000,45000,Individual,Automatic,First Owner,22,1197,81.8,5
459999,50000,Individual,Manual,First Owner,21.63,998,67,5
141000,15000,Individual,Manual,Third Owner,19.7,796,46.3,5
125000,70000,Individual,Manual,Second Owner,19.7,796,46.3,5
125000,100000,Individual,Manual,Third Owner,18.9,1061,67,5
600000,25000,Individual,Manual,Second Owner,18.9,1197,81.86,5
300000,110000,Individual,Manual,First Owner,17.6,1496,88.73,5
210000,50000,Individual,Manual,Second Owner,17.92,1086,62.1,5
130000,90000,Individual,Manual,Second Owner,19.7,796,46.3,5
375000,40000,Individual,Manual,First Owner,20.36,1197,78.9,5
215000,100750,Individual,Manual,Second Owner,16.1,1298,88.2,5
110000,140000,Individual,Manual,Second Owner,14.4,1599,94,5
170000,110000,Individual,Manual,Third Owner,17.7,1497,78,5
850000,40000,Individual,Manual,Second Owner,17,1198,108.5,5
120000,190000,Individual,Automatic,Second Owner,NA,NA,NA,NA
300000,45000,Individual,Manual,First Owner,21.1,814,55.2,5
70000,40000,Individual,Manual,Second Owner,17.3,993,60,5
250000,20000,Individual,Manual,First Owner,21.1,814,55.2,5
187000,120000,Individual,Manual,Second Owner,17.92,1086,62.1,5
488000,80000,Individual,Manual,Second Owner,20.85,1197,83.14,5
111000,110000,Individual,Manual,Third Owner,15.6,1586,104.68,5
570000,5000,Individual,Manual,First Owner,21.21,1197,81.8,5
110000,75000,Individual,Manual,Second Owner,17.8,1086,63,5
434999,50000,Individual,Manual,First Owner,18.6,1197,85.8,5
229999,70000,Individual,Manual,First Owner,21.1,814,55.2,5
300000,100000,Individual,Manual,Second Owner,17.5,1298,85.8,5
350000,90000,Individual,Manual,First Owner,17.8,1199,76.8,5
580000,35000,Individual,Manual,First Owner,17.5,1199,88.7,5
350000,50000,Individual,Manual,First Owner,18.2,1199,82.4,5
600000,5000,Individual,Manual,First Owner,20.14,1197,81.86,5
700000,25000,Individual,Manual,First Owner,17.01,1591,121.4,5
310000,35000,Individual,Manual,First Owner,24.7,796,47.3,5
110000,48676,Individual,Manual,First Owner,19.7,796,35,8
105000,60000,Individual,Manual,Third Owner,NA,NA,NA,NA
475000,40000,Individual,Manual,First Owner,20.62,1198,67,7
300000,15000,Individual,Manual,Second Owner,24.7,796,47.3,5
100000,70000,Individual,Manual,First Owner,19.7,796,46.3,5
55000,120000,Individual,Manual,Third Owner,NA,NA,NA,NA
50000,180000,Individual,Manual,Fourth & Above Owner,17.3,993,60,5
550000,70000,Individual,Manual,First Owner,18.9,1197,82,5
425000,15000,Individual,Manual,First Owner,20.3,1086,68,5
516000,90000,Individual,Manual,First Owner,18.6,1197,81.83,5
150000,70000,Individual,Manual,Second Owner,16.5,1172,65,5
400000,30000,Individual,Manual,First Owner,20.51,998,67.04,5
165000,90000,Individual,Manual,Third Owner,17.8,1086,63,5
136000,200185,Individual,Manual,First Owner,16.6,1388,68,5
535000,12000,Individual,Manual,First Owner,20.89,1197,81.8,5
215000,40000,Individual,Manual,Second Owner,20.36,1197,78.9,5
70000,100000,Individual,Manual,Second Owner,17.3,993,60,5
445000,27000,Individual,Manual,First Owner,18.9,1197,81.86,5
335000,120000,Individual,Manual,First Owner,20.51,998,67.04,5
300000,49025,Individual,Manual,First Owner,15.37,1196,73,5
110000,15000,Individual,Manual,First Owner,25.4,624,37.5,4
240000,90000,Individual,Manual,Second Owner,23.95,998,67.05,5
300000,90000,Individual,Manual,First Owner,23.84,1199,84,5
29999,80000,Individual,Manual,Third Owner,16.1,796,37,4
925000,22000,Individual,Manual,First Owner,17.8,1497,117.3,5
350000,35000,Individual,Manual,First Owner,17.5,1197,85.8,5
385000,120000,Individual,Manual,First Owner,19.1,1197,85.8,5
210000,60000,Individual,Manual,Third Owner,15.3,1596,101,5
125000,94000,Individual,Automatic,Fourth & Above Owner,15.9,1298,85,5
145000,70000,Individual,Manual,First Owner,19.7,796,46.3,5
140000,80000,Individual,Manual,Second Owner,19.7,796,46.3,5
110000,120000,Individual,Manual,Third Owner,19.7,796,46.3,5
100000,100000,Individual,Automatic,Second Owner,16,1061,64,5
135000,70000,Individual,Manual,First Owner,19.7,796,46.3,5
65000,100000,Individual,Manual,Second Owner,19.7,796,46.3,5
260000,120000,Individual,Manual,First Owner,23.95,998,67.05,5
150000,80000,Individual,Manual,Fourth & Above Owner,NA,NA,NA,NA
430000,20000,Individual,Manual,Second Owner,18.15,1198,82,6
200000,81000,Individual,Manual,Fourth & Above Owner,17,1197,80,5
125000,90000,Individual,Manual,Second Owner,18.6,1199,79.4,5
45000,60000,Individual,Manual,Second Owner,16.1,796,37,4
124000,40000,Individual,Manual,Second Owner,18.6,1199,79.4,5
80000,80000,Individual,Manual,Third Owner,15.3,1193,65.3,5
200000,50000,Individual,Manual,First Owner,18.2,1199,82.4,5
425000,13500,Individual,Manual,First Owner,23.84,1199,84,5
300000,38000,Individual,Manual,First Owner,24.7,796,47.3,5
240000,70000,Individual,Manual,First Owner,13.5,1799,130,5
80000,150000,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5
310000,25000,Individual,Manual,First Owner,21.1,814,55.2,5
245000,110000,Individual,Manual,Second Owner,19.81,1086,68.05,5
160000,200000,Individual,Manual,First Owner,19,998,67.1,5
250000,80000,Individual,Manual,First Owner,21.1,814,55.2,5
550000,40000,Individual,Manual,First Owner,18.6,1197,81.83,5
500000,60000,Individual,Manual,First Owner,20.14,1197,81.86,5
585000,15000,Individual,Manual,First Owner,17.8,1198,86.7,5
172000,120000,Individual,Manual,First Owner,16.36,1495,93.7,5
148000,40000,Individual,Manual,Third Owner,19.7,796,46.3,5
200000,91000,Individual,Manual,Second Owner,20.36,1197,78.9,5
300000,120000,Individual,Manual,Second Owner,14.3,1798,160,5
525000,70000,Individual,Manual,Second Owner,13.44,2359,198.25,5
500000,35000,Individual,Manual,First Owner,17,1497,118,5
59000,70000,Individual,Manual,Second Owner,13.2,1495,94,5
130000,60000,Individual,Manual,Third Owner,19.7,796,46.3,5
375000,120000,Individual,Manual,Second Owner,16.2,1199,74,5
500000,330000,Individual,Manual,Second Owner,13.44,2359,198.25,5
509999,20000,Individual,Manual,First Owner,22,1197,81.8,5
370000,30000,Individual,Manual,Second Owner,18.9,1197,82,5
180000,50000,Individual,Manual,First Owner,NA,NA,NA,NA
350000,20000,Individual,Manual,First Owner,19.81,1086,68.05,5
395000,20000,Individual,Manual,First Owner,23.01,999,67,5
310000,91000,Individual,Manual,Second Owner,17,1497,118,5
500000,40000,Individual,Manual,First Owner,18.9,1197,82,5
155000,120000,Individual,Manual,Second Owner,17.7,1497,78,5
537000,5000,Individual,Manual,First Owner,17,1198,108.5,5
585000,10000,Individual,Manual,First Owner,18.78,999,75,5
56000,60000,Individual,Manual,First Owner,NA,NA,NA,NA
700000,19000,Individual,Manual,First Owner,18.6,1197,81.86,5
114999,100000,Individual,Manual,Second Owner,18.9,1061,67,5
150000,75000,Individual,Manual,Second Owner,15,1368,90,5
550000,40000,Individual,Manual,First Owner,17.43,1396,105.5,5
265000,100000,Individual,Manual,Second Owner,18.5,1197,80,5
675000,7000,Individual,Manual,First Owner,19.4,1194,94.93,5
400000,22500,Individual,Manual,First Owner,20.51,998,67.04,5
275000,70000,Individual,Manual,Third Owner,17.5,1298,85.8,5
175000,67000,Individual,Manual,First Owner,18.9,1061,67,5
400000,30000,Individual,Automatic,Second Owner,24.04,999,67,5
180000,70000,Individual,Manual,First Owner,20.92,998,67.1,5
70000,40000,Individual,Manual,First Owner,26,624,35,4
110000,110000,Individual,Manual,Second Owner,14.4,1599,94,5
122000,110000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
215000,100000,Individual,Manual,Third Owner,20.36,1197,78.9,5
150000,75000,Individual,Manual,Third Owner,18.9,1061,67,5
250000,42130,Individual,Manual,First Owner,21.1,814,55.2,5
180000,53000,Individual,Manual,Second Owner,21.1,1197,85.8,5
150000,106000,Individual,Manual,Second Owner,17.3,993,60,5
275000,96000,Individual,Manual,Second Owner,13.4,1794,125,5
556000,10000,Individual,Manual,First Owner,21.01,1197,81.8,5
550000,37000,Individual,Manual,First Owner,20.85,1197,83.14,5
549000,35000,Individual,Manual,First Owner,17.71,1197,78.9,5
630000,50000,Individual,Manual,First Owner,18.6,1197,81.83,5
320000,85000,Individual,Manual,First Owner,NA,NA,NA,NA
